,name,num_matches,ratio,ratio_2016-2019,num_matches_2020-2021,ratio_2020-2021,hand,gender,ioc,birth,ht,minutes,perc_ace,_1stwon_1stIn,perc_df,perc_2ndwon,perc_v_ace,perc_v_df,perc_v_1stwon
293,ANASTASIA GASANOVA,223,60.53811659192825,61.34969325153374,60.0,58.333333333333336,U,F,RUS,1999.0,165.3125,67.01119528619529,1.31,60.96405492433005,13.02,40.12,2.87,6.3,40.13
294,ANASTASIA GRYMALSKA,234,61.965811965811966,60.36036036036037,12.0,91.66666666666666,R,F,ITA,1990.0,166.83333333333334,61.36516853932584,0.77,20.806660177748476,0.06,9.94,2.1,5.05,37.75
295,ANASTASIA IAMACHKINE,20,45.0,44.44444444444444,2.0,50.0,U,F,PER,2000.0,172.13786827469158,64.81818181818181,6.47,47.00239808153477,29.86,43.61,1.55,6.98,35.14
298,ANASTASIA KULIKOVA,186,69.35483870967742,70.1923076923077,82.0,68.29268292682927,L,F,"[RUS, FIN]",2000.0,172.13786827469158,60.310077519379846,6.51,48.48959687208146,3.21,37.56,1.63,3.47,22.89
302,ANASTASIA PAVLYUCHENKOVA,260,56.15384615384615,55.769230769230774,52.0,57.692307692307686,R,F,RUS,1991.0,177.0,98.86205239125209,5.64,64.79385647391373,9.37,44.25,6.21,7.76,63.03
305,ANASTASIA PIVOVAROVA,81,53.086419753086425,53.086419753086425,0.0,0.0,R,F,RUS,1990.0,165.3125,68.44339045287637,3.08,50.03829436893737,12.6,33.76,3.19,5.94,47.24
306,ANASTASIA POTAPOVA,181,57.4585635359116,58.778625954198475,50.0,54.0,R,F,RUS,2001.0,175.0,84.39885114885115,5.33,59.573761039069716,12.8,47.15,5.13,8.08,56.35
309,ANASTASIA RODIONOVA,24,29.166666666666668,29.166666666666668,0.0,0.0,R,F,AUS,1982.0,167.0,78.02521008403362,3.88,58.60696517412936,8.26,44.59,6.05,10.91,64.58
315,ANASTASIA VDOVENCO,163,54.601226993865026,55.9748427672956,4.0,0.0,R,F,MDA,1994.0,172.13786827469158,60.8445945945946,0.01,20.401963467834218,1.79,17.26,1.22,2.9,15.32
317,ANASTASIA ZAKHAROVA,147,68.70748299319727,73.86363636363636,59.0,61.016949152542374,U,F,RUS,2002.0,165.3125,61.66261300043048,4.08,67.18715616114692,14.6,42.84,1.65,4.07,26.25
318,ANASTASIA ZARYTSKA,199,61.80904522613066,62.1301775147929,30.0,60.0,U,F,UKR,1998.0,173.75,63.47416559691913,0.04,58.77199076651879,5.35,36.54,3.31,6.24,42.0
322,ANASTASIJA SEVASTOVA,297,58.24915824915825,60.97560975609756,51.0,45.09803921568628,R,F,LAT,1990.0,169.0,89.75438187581577,5.78,62.715274424593595,5.59,46.76,4.63,7.29,60.86
327,ANASTASIYA KOMARDINA,220,58.18181818181818,59.895833333333336,28.0,46.42857142857143,L,F,RUS,1997.0,165.3125,65.44786005434783,6.02,58.10367649495056,11.02,44.39,2.44,5.36,38.32
333,ANASTASIYA SHOSHYNA,189,64.02116402116403,64.40677966101694,12.0,58.333333333333336,U,F,UKR,1997.0,173.75,60.26470588235294,0.0,14.858516333442587,4.46,13.86,1.45,3.68,25.64
334,ANASTASIYA VASYLYEVA,118,50.0,50.0,0.0,0.0,L,F,UKR,1992.0,173.75,60.025423728813564,0.02,10.421442426379828,4.14,8.79,2.15,4.81,30.24
345,ANDRE GHEM,87,41.37931034482759,41.37931034482759,0.0,0.0,R,M,BRA,1982.0,193.0,90.99836601307189,6.57,69.10223732653638,7.22,47.79,7.75,6.83,67.64
346,ANDRE GORANSSON,14,28.57142857142857,28.57142857142857,0.0,0.0,U,M,SWE,1994.0,185.33333333333331,79.425,7.32,66.26016260162602,13.01,41.91,6.61,8.87,67.13
348,ANDRE MIELE,20,55.00000000000001,55.00000000000001,0.0,0.0,R,M,BRA,1987.0,184.53846153846155,104.88888888888889,5.13,66.41711229946524,5.99,48.94,10.16,9.0,67.99
350,ANDREA ARNABOLDI,313,44.40894568690096,43.7246963562753,66.0,46.96969696969697,L,M,ITA,1987.0,185.7058823529412,99.1079550152981,7.78,68.28996304794232,5.68,52.04,13.12,7.3,72.32
351,ANDREA BASSO,67,47.76119402985074,47.76119402985074,0.0,0.0,L,M,ITA,1993.0,185.7058823529412,108.57901785714286,12.9,69.08611019465522,6.4,51.07,11.6,8.28,71.0
352,ANDREA COLLARINI,250,49.2,51.891891891891895,65.0,41.53846153846154,L,M,ARG,1992.0,184.5,106.1178541706677,6.18,67.52160323588895,7.23,51.11,7.35,6.39,66.66
353,ANDREA GAMIZ,297,55.892255892255896,54.077253218884124,64.0,62.5,R,F,VEN,1992.0,172.13786827469158,63.46155614825715,0.08,58.134287450370294,3.33,40.69,2.2,5.56,36.82
354,ANDREA GUERRIERI,12,25.0,25.0,0.0,0.0,L,M,ITA,1999.0,185.7058823529412,76.11111111111111,3.13,61.07382550335571,10.07,47.19,9.89,10.11,72.9
355,ANDREA HLAVACKOVA,43,46.51162790697674,46.51162790697674,0.0,0.0,R,F,CZE,1986.0,174.0,88.02391304347826,6.74,60.48951048951049,8.44,41.82,8.34,8.09,61.37
358,ANDREA LAZARO GARCIA,182,65.93406593406593,64.64646464646465,83.0,67.46987951807229,R,F,ESP,1994.0,172.25,62.15026881720431,0.84,64.85334896423696,12.13,49.34,2.05,5.18,36.86
359,ANDREA PELLEGRINO,198,43.93939393939394,42.64705882352941,62.0,46.774193548387096,R,M,ITA,1997.0,185.7058823529412,99.02221186703946,6.55,66.21637092157985,6.47,50.22,10.53,6.38,69.17
360,ANDREA PETKOVIC,239,51.04602510460251,50.73891625615764,36.0,52.77777777777778,R,F,GER,1987.0,180.0,96.20628415300547,3.39,60.63103784454489,7.71,44.21,6.12,8.86,60.82
362,ANDREA RENEE VILLARREAL,102,47.05882352941176,48.421052631578945,7.0,28.57142857142857,U,F,MEX,1994.0,172.13786827469158,60.0,1.29,16.750178954903365,2.58,20.51,1.83,3.32,23.2
363,ANDREA VAVASSORI,131,51.14503816793893,51.45631067961165,28.0,50.0,U,M,ITA,1995.0,185.7058823529412,93.10692630597015,10.33,69.65411484068837,9.44,48.08,7.08,6.23,68.06
364,ANDREAS BECK,31,61.29032258064516,61.29032258064516,0.0,0.0,L,M,GER,1986.0,190.0,83.24561403508773,7.19,69.70423661071143,6.63,51.89,13.73,8.6,69.07
365,ANDREAS HAIDER MAURER,64,42.1875,42.1875,0.0,0.0,R,M,AUT,1987.0,190.0,94.0975975975976,13.2,70.08277493102088,10.33,42.51,8.72,7.74,67.2
366,ANDREAS MIES,13,46.15384615384615,46.15384615384615,0.0,0.0,U,M,GER,1990.0,187.44,74.94047619047619,7.82,68.33667334669339,7.01,49.08,9.03,8.6,72.26
367,ANDREAS SEPPI,281,49.8220640569395,50.90909090909091,61.0,45.90163934426229,R,M,ITA,1984.0,190.0,106.7136018237082,12.89,72.28777198896721,5.74,50.62,14.77,6.19,71.68
369,ANDREEA AMALIA ROSCA,239,71.1297071129707,67.27272727272727,74.0,79.72972972972973,R,F,ROU,1999.0,173.71428571428572,61.31159420289855,0.01,18.84188994080019,6.09,14.28,1.42,4.45,27.7
371,ANDREEA PRISACARIU,165,58.78787878787879,50.0,83.0,67.46987951807229,U,F,ROU,2000.0,173.71428571428572,60.13394481503941,0.98,44.367517669118705,9.52,50.89,1.3,4.12,24.27
373,ANDREI VASILEVSKI,43,41.86046511627907,41.86046511627907,0.0,0.0,R,M,BLR,1991.0,194.5,77.52000000000001,19.76,74.78460654796095,8.79,49.28,12.4,9.73,74.14
376,ANDREJ MARTIN,328,53.963414634146346,56.19834710743802,86.0,47.674418604651166,R,M,SVK,1989.0,180.0,101.280521569948,5.54,65.74733461770704,6.53,48.94,5.18,6.78,64.52
377,ANDRES ARTUNEDO MARTINAVARRO,33,39.39393939393939,39.39393939393939,0.0,0.0,R,M,ESP,1993.0,182.65217391304347,98.74423076923077,16.67,75.51867219917013,6.78,46.74,6.44,6.13,68.87
378,ANDRES MOLTENI,58,48.275862068965516,49.122807017543856,1.0,0.0,R,M,ARG,1988.0,184.5,86.88333333333333,5.12,68.40262582056893,7.96,47.67,10.15,7.32,67.66
379,ANDREW CARTER,22,22.727272727272727,22.727272727272727,0.0,0.0,U,M,USA,1990.0,187.53125,102.55882352941177,3.91,58.24175824175825,8.18,44.12,14.7,8.24,70.85
380,ANDREW HARRIS,120,51.66666666666667,54.807692307692314,16.0,31.25,R,M,AUS,1994.0,187.07692307692307,93.20606229143493,6.41,66.98469846984698,6.05,52.13,12.58,6.85,70.22
381,ANDREW WHITTINGTON,104,48.07692307692308,48.07692307692308,0.0,0.0,R,M,AUS,1993.0,187.07692307692307,100.57185185185185,14.36,72.57697871461045,9.94,48.84,8.21,6.54,70.24
382,ANDREY GOLUBEV,74,37.83783783783784,39.436619718309856,3.0,0.0,R,M,KAZ,1987.0,185.0,82.24223602484471,9.34,67.71026946806663,7.95,46.43,9.5,6.96,71.05
383,ANDREY KUZNETSOV,143,53.84615384615385,51.9607843137255,41.0,58.536585365853654,R,M,RUS,1991.0,185.0,97.00974025974025,11.83,73.1184554973822,7.26,51.08,12.03,6.29,69.72
384,ANDREY RUBLEV,380,63.68421052631579,58.08823529411765,108.0,77.77777777777779,R,M,RUS,1997.0,188.0,100.51317523056653,13.43,74.18861266346565,6.51,50.22,14.59,6.87,69.39
386,ANDRIEJ KAPAS,40,47.5,47.5,0.0,0.0,R,M,POL,1989.0,191.14285714285717,83.58771929824562,18.99,76.24090006618134,10.46,51.58,11.46,9.69,73.24
389,ANDY MURRAY,183,75.95628415300546,79.24528301886792,24.0,54.166666666666664,R,M,GBR,1987.0,190.0,132.72408436886855,13.83,74.10785742237125,5.52,52.27,11.49,6.57,67.54
390,ANE MINTEGI DEL OLMO,54,55.55555555555556,50.0,36.0,58.333333333333336,U,F,ESP,2003.0,172.25,62.3125,2.13,30.406819588063254,9.58,26.64,1.73,3.82,27.46
392,ANETA KLADIVOVA,78,50.0,49.25373134328358,11.0,54.54545454545454,R,F,CZE,2000.0,175.78571428571428,60.03846153846154,3.78,15.135834411384216,2.52,17.44,1.37,2.94,18.53
394,ANETT KONTAVEIT,287,62.02090592334495,60.280373831775705,73.0,67.12328767123287,R,F,EST,1995.0,174.0,91.67013709926812,7.76,66.59214487440683,7.57,46.65,6.61,8.6,62.86
395,ANETTE MUNOZOVA,84,35.714285714285715,35.714285714285715,0.0,0.0,R,F,SWE,1991.0,173.5,59.89814814814815,4.25,12.762605042016805,9.93,22.29,1.15,2.2,14.83
401,ANGELICA MORATELLI,260,60.0,63.1578947368421,51.0,47.05882352941176,R,F,ITA,1994.0,166.83333333333334,60.36858974358974,4.22,42.16672072656503,7.17,44.43,1.41,3.56,24.92
404,ANGELINA GABUEVA,123,43.08943089430895,45.87155963302752,14.0,21.428571428571427,U,F,RUS,1989.0,165.3125,61.15714285714286,1.24,21.955215729109774,3.86,20.49,1.7,4.28,26.33
409,ANGELIQUE KERBER,298,66.10738255033557,66.8,48.0,62.5,L,F,GER,1988.0,173.0,91.4840930793587,3.27,64.15325670498085,7.03,48.16,5.87,7.24,60.64
412,ANHELINA KALININA,248,64.51612903225806,63.33333333333333,68.0,67.64705882352942,R,F,UKR,1997.0,173.75,70.22073863636363,3.62,58.54289940828402,8.03,46.82,4.09,8.51,54.87
416,ANI MIJACIKA,53,64.15094339622641,64.15094339622641,0.0,0.0,R,F,CRO,1987.0,180.0,62.55263157894737,0.74,17.992975153117406,2.62,12.69,1.28,4.86,29.07
420,ANIL YUKSEL,11,18.181818181818183,18.181818181818183,0.0,0.0,L,M,TUR,1990.0,190.0,75.80555555555556,4.1,63.781321184510254,5.69,51.74,23.04,10.14,76.5
422,ANITA HUSARIC,94,40.42553191489361,39.6551724137931,36.0,41.66666666666667,R,F,BIH,1994.0,172.13786827469158,60.66964285714286,1.42,34.09378960709759,5.65,30.01,1.35,3.15,21.37
427,ANKITA RAINA,298,55.369127516778526,56.30252100840336,60.0,51.66666666666667,R,F,IND,1993.0,172.13786827469158,72.1483709273183,0.31,57.14349727270418,3.22,42.65,3.35,8.04,51.07
428,ANN LI,176,63.06818181818182,61.78861788617886,53.0,66.0377358490566,R,F,USA,2000.0,170.0,69.47373527373527,4.5,59.612992673893054,5.84,50.19,3.84,7.59,53.32
431,ANNA BLINKOVA,307,58.63192182410424,62.698412698412696,55.0,40.0,R,F,RUS,1998.0,165.3125,83.0153324584427,5.0,58.287017243836395,11.37,42.58,4.1,7.66,54.55
432,ANNA BONDAR,274,60.94890510948905,61.80904522613066,75.0,58.666666666666664,R,F,HUN,1997.0,175.5,66.24341037551066,8.06,62.37955902647288,3.85,52.91,2.65,5.67,40.6
434,ANNA BOWTELL,12,50.0,50.0,0.0,0.0,U,F,IRL,1999.0,172.13786827469158,63.583333333333336,0.0,29.069767441860467,4.65,18.18,0.36,1.07,10.3
437,ANNA DANILINA,138,45.65217391304348,52.57731958762887,41.0,29.268292682926827,R,F,KAZ,1995.0,174.71428571428572,66.53714285714287,4.68,63.7675665697381,10.4,45.57,3.05,6.83,48.9
439,ANNA GABRIC,108,55.55555555555556,42.62295081967213,47.0,72.3404255319149,R,F,GER,1998.0,176.5,60.25,11.67,56.01216890544129,12.17,22.71,1.51,3.17,24.75
442,ANNA KALINSKAYA,271,61.254612546125465,63.83928571428571,47.0,48.93617021276596,R,F,RUS,1998.0,165.3125,76.31465863453815,3.85,57.84009381760023,7.48,46.66,5.24,7.91,55.29
443,ANNA KAROLINA SCHMIEDLOVA,262,52.67175572519084,48.67724867724868,73.0,63.013698630136986,R,F,SVK,1994.0,172.5,89.61541608228144,2.94,60.55120733103184,7.64,43.55,4.49,7.63,58.18
447,ANNA LENA FRIEDSAM,157,54.14012738853503,59.4059405940594,56.0,44.642857142857146,R,F,GER,1994.0,176.5,85.64820261437909,6.56,66.01025366216108,6.52,48.94,5.57,8.04,62.37
451,ANNA MORGINA,263,56.65399239543726,57.20524017467249,34.0,52.94117647058824,R,F,RUS,1991.0,165.3125,60.90080065936654,1.22,50.229000379960986,14.67,49.32,1.64,4.34,24.78
458,ANNA SLOVAKOVA,30,36.666666666666664,36.666666666666664,0.0,0.0,L,F,CZE,1999.0,175.78571428571428,60.815789473684205,1.3,28.247376753373317,5.22,10.3,0.85,2.68,20.84
459,ANNA TATISHVILI,61,44.26229508196721,44.26229508196721,0.0,0.0,R,F,GEO,1990.0,171.0,75.26143790849673,3.98,54.794520547945204,9.46,37.49,6.87,7.59,54.7
465,ANNA ZAJA,234,56.837606837606835,56.38297872340425,46.0,58.69565217391305,R,F,GER,1991.0,176.5,68.72076230179408,7.93,61.4251991538948,7.77,41.12,3.15,6.85,48.62
468,ANNE SCHAEFER,85,65.88235294117646,64.47368421052632,9.0,77.77777777777779,R,F,GER,1987.0,176.5,61.72475369458128,0.06,43.281653746770026,4.24,35.18,2.3,4.52,31.85
473,ANNIKA BECK,85,42.35294117647059,42.35294117647059,0.0,0.0,R,F,GER,1994.0,170.0,90.00481859410431,1.29,55.83090379008746,5.64,40.74,7.77,8.87,62.25
479,ANTAL VAN DER DUIM,12,41.66666666666667,41.66666666666667,0.0,0.0,R,M,NED,1988.0,190.25,69.62857142857143,9.84,62.639821029082775,7.16,48.59,8.52,4.93,66.82
480,ANTE PAVIC,157,43.94904458598726,44.230769230769226,1.0,0.0,R,M,CRO,1989.0,194.0,88.10087285902503,22.25,75.88404917286387,9.49,48.6,13.17,7.82,72.75
481,ANTOINE BELLIER,33,39.39393939393939,40.74074074074074,6.0,33.33333333333333,U,M,SUI,1996.0,182.83333333333331,94.98461538461538,7.63,66.5551839464883,6.62,47.88,9.66,6.17,70.76
482,ANTOINE CORNUT CHAUVINC,31,29.03225806451613,28.000000000000004,6.0,33.33333333333333,U,M,FRA,2000.0,186.96153846153845,100.88131313131314,7.69,67.01607267645004,5.17,47.28,6.63,5.35,69.95
483,ANTOINE ESCOFFIER,107,52.336448598130836,52.63157894736842,12.0,50.0,U,M,FRA,1992.0,186.96153846153845,91.1640406162465,10.47,68.95973154362416,9.11,47.75,7.8,8.96,66.02
484,ANTOINE HOANG,219,54.337899543378995,56.64335664335665,76.0,50.0,R,M,FRA,1995.0,186.96153846153845,107.2518487394958,6.93,68.53566112580565,6.88,50.72,10.59,6.37,69.55
486,ANTON ZAITSEV,16,68.75,68.75,0.0,0.0,U,M,RUS,1987.0,187.26666666666668,82.11818181818182,2.34,66.62087912087912,2.88,55.76,12.41,9.01,65.99
487,ANTONIA LOTTNER,200,52.5,52.972972972972975,15.0,46.666666666666664,R,F,GER,1996.0,176.5,77.18395989974937,5.66,61.46564560731759,5.71,39.51,5.91,7.27,58.84
489,ANTONIA SAMUDIO,45,31.11111111111111,45.0,25.0,20.0,R,F,COL,2001.0,162.0,60.177419354838705,1.67,23.475445223961145,20.08,28.84,0.53,1.71,11.37
491,ANTONIO MASSARA,20,35.0,35.0,0.0,0.0,R,M,ITA,1995.0,185.7058823529412,101.85714285714286,5.37,63.0071599045346,7.4,49.37,6.41,9.62,68.29
492,ANTONIO SANCIC,31,32.25806451612903,32.25806451612903,0.0,0.0,R,M,CRO,1989.0,194.0,83.81190476190476,20.4,72.53891433461177,13.4,45.72,9.19,9.19,71.15
493,AO GAI,95,49.473684210526315,49.473684210526315,0.0,0.0,U,F,CHN,1995.0,174.8,60.933732269503544,1.0,29.463395172551365,14.14,34.05,1.67,5.16,31.91
494,AOXIONG WANG,12,33.33333333333333,33.33333333333333,0.0,0.0,R,M,CHN,1995.0,183.66666666666663,81.875,8.12,63.57308584686775,6.03,43.88,9.0,7.35,69.1
498,ARANTXA RUS,387,64.34108527131784,65.4485049833887,86.0,60.46511627906976,L,F,NED,1990.0,180.0,77.73961061637856,3.89,58.717371009698674,6.11,40.22,3.97,7.28,50.7
502,ARIANA ARSENEAULT,30,43.333333333333336,43.47826086956522,7.0,42.857142857142854,U,F,CAN,2002.0,172.75,60.82352941176471,3.95,34.21052631578947,1.32,35.9,1.52,3.88,27.02
504,ARIANNE HARTONO,157,61.78343949044586,63.095238095238095,73.0,60.273972602739725,R,F,NED,1996.0,177.25,60.34166666666667,1.74,21.208407022166686,6.97,28.56,1.69,4.89,32.42
505,ARINA FOLTS,65,26.153846153846157,26.153846153846157,0.0,0.0,R,F,UZB,1997.0,172.13786827469158,59.90625,0.0,23.72322899505766,4.74,0.0,0.97,2.66,17.32
507,ARINA RODIONOVA,307,52.11726384364821,53.333333333333336,52.0,46.15384615384615,R,F,RUS,1989.0,165.3125,75.06267006802722,2.08,54.817928241708536,6.94,42.32,3.78,7.73,51.97
511,ARJUN KADHE,58,36.206896551724135,38.88888888888889,4.0,0.0,R,M,IND,1994.0,183.8,86.09009009009009,8.59,67.47076023391813,5.19,47.83,14.79,7.68,73.07
513,ARON HILTZIK,22,45.45454545454545,45.45454545454545,0.0,0.0,U,M,USA,1996.0,187.53125,98.09166666666667,9.76,68.41552990556139,9.55,48.34,11.18,7.65,68.88
514,ARTEM DUBRIVNYY,49,51.02040816326531,44.827586206896555,20.0,60.0,R,M,RUS,1999.0,187.26666666666668,86.97333333333333,9.89,68.94441611422744,5.76,51.66,11.99,7.44,70.93
515,ARTEM SMIRNOV,52,40.38461538461539,40.38461538461539,0.0,0.0,U,M,UKR,1988.0,185.25,92.5952380952381,6.94,65.28105810108644,12.14,46.32,10.85,8.42,66.7
517,ARTHUR CAZAUX,27,40.74074074074074,0.0,27.0,40.74074074074074,R,M,FRA,2002.0,186.96153846153845,99.33238636363637,15.86,70.9009009009009,3.42,50.29,7.05,4.95,69.04
518,ARTHUR DE GREEF,230,51.30434782608696,52.83018867924528,18.0,33.33333333333333,R,M,BEL,1992.0,173.66666666666666,93.35018159806296,7.93,67.34269370774831,5.88,48.47,8.53,6.56,66.12
519,ARTHUR RINDERKNECH,140,60.0,46.15384615384615,101.0,65.34653465346535,R,M,FRA,1995.0,186.96153846153845,101.91666666666666,17.13,75.25852755054792,4.82,51.66,9.89,6.33,70.44
520,ARYNA SABALENKA,337,66.76557863501483,64.22764227642277,91.0,73.62637362637363,R,F,BLR,1998.0,182.0,89.52954365079366,10.19,65.26207995054475,10.89,47.75,6.27,8.36,60.04
521,ASHLEIGH BARTY,276,76.44927536231883,74.17840375586854,63.0,84.12698412698413,R,F,AUS,1996.0,166.0,88.31290557783448,13.89,71.25945705384957,7.33,49.46,6.38,7.49,60.65
522,ASHLEY KRATZER,143,53.14685314685315,53.52112676056338,1.0,0.0,L,F,USA,1999.0,173.1818181818182,64.14188923802043,11.17,57.725033587102544,9.76,41.75,3.4,6.01,43.19
524,ASHLEY WEINHOLD,18,27.77777777777778,27.77777777777778,0.0,0.0,R,F,USA,1989.0,173.1818181818182,69.05384615384615,1.38,67.32116500848502,11.55,31.83,4.14,6.61,44.76
525,ASHLYN KRUEGER,47,53.191489361702125,52.17391304347826,24.0,54.166666666666664,R,F,USA,2004.0,173.1818181818182,62.16818181818182,5.43,78.27329902801601,12.01,65.71,1.63,3.38,28.42
526,ASHMITHA EASWARAMURTHI,90,28.888888888888886,32.78688524590164,29.0,20.689655172413794,R,F,IND,1989.0,172.13786827469158,60.0234375,0.0,12.965307672828564,8.1,31.41,0.8,1.43,11.46
527,ASIA MUHAMMED,236,54.23728813559322,53.535353535353536,38.0,57.89473684210527,R,F,USA,1991.0,173.1818181818182,73.80960648148148,7.06,57.694039429932076,5.75,47.56,3.24,7.69,52.64
528,ASLAN KARATSEV,238,57.14285714285714,48.322147651006716,89.0,71.91011235955057,R,M,RUS,1993.0,185.0,100.13112745098039,10.05,70.0182323797621,9.16,49.97,9.64,6.49,67.31
530,ASTRA SHARMA,191,61.25654450261781,66.66666666666666,53.0,47.16981132075472,R,F,AUS,1995.0,170.85714285714286,78.27517902517903,7.21,59.261040087304075,5.86,49.87,3.27,7.1,50.45
532,ASTRID WANJA BRUNE OLSEN,81,51.85185185185185,46.96969696969697,15.0,73.33333333333333,U,F,NOR,1999.0,172.13786827469158,62.01373626373626,3.29,43.729212546869384,8.75,36.89,0.9,2.19,17.87
534,ATTILA BALAZS,154,52.5974025974026,52.38095238095239,28.0,53.57142857142857,R,M,HUN,1988.0,180.0,97.36428209030949,7.11,67.67972847886455,9.13,52.3,7.4,5.96,67.19
535,AUBANE DROGUET,77,51.94805194805194,59.375,45.0,46.666666666666664,U,F,FRA,2003.0,173.36363636363637,61.432432432432435,6.7,34.31591257830246,2.24,25.01,1.73,3.71,22.32
536,AUDREY ALBIE,204,55.88235294117647,58.536585365853654,40.0,45.0,R,F,FRA,1994.0,173.36363636363637,60.819298245614036,7.53,54.864163169282534,8.13,57.56,2.96,6.36,40.66
540,AUSTIN KRAJICEK,120,45.83333333333333,45.83333333333333,0.0,0.0,L,M,USA,1990.0,187.53125,88.9,14.83,72.89454881649866,5.82,50.91,16.61,8.41,73.47
544,AXEL GELLER,12,25.0,25.0,0.0,0.0,U,M,ARG,1999.0,184.5,94.55555555555554,12.07,65.59356136820925,7.65,47.97,10.24,7.28,73.23
545,AXEL MICHON,101,44.554455445544555,44.554455445544555,0.0,0.0,L,M,FRA,1991.0,186.96153846153845,100.49980158730159,2.33,62.58233539991214,4.63,46.9,10.14,6.09,66.68
548,AYAKA OKUNO,185,37.2972972972973,36.144578313253014,19.0,47.368421052631575,R,F,JPN,1995.0,163.83333333333334,61.87818590704647,2.43,48.24419702223266,9.35,46.91,1.81,3.46,24.53
550,AYANO SHIMIZU,243,54.73251028806584,54.02843601895735,32.0,59.375,U,F,JPN,1998.0,163.83333333333334,62.34309637730691,0.05,53.89831549671149,4.4,41.67,2.6,6.45,39.3
551,AYLA AKSU,218,61.00917431192661,62.7906976744186,46.0,54.347826086956516,R,F,USA,1996.0,173.1818181818182,60.34139761167625,3.49,56.28206991535687,8.7,42.81,1.8,3.9,27.04
553,AYMET UZCATEGUI,65,49.23076923076923,50.79365079365079,2.0,0.0,U,F,VEN,1996.0,172.13786827469158,66.32244318181819,3.62,61.14262670722449,6.0,58.37,1.69,5.9,28.63
556,AYUMI MIYAMOTO,42,35.714285714285715,35.714285714285715,0.0,0.0,R,F,JPN,2001.0,163.83333333333334,60.092592592592595,1.47,17.647058823529413,5.94,17.44,2.58,4.2,29.61
557,AYUMI MORITA,21,42.857142857142854,45.0,1.0,0.0,R,F,JPN,1990.0,163.0,59.40277777777777,0.25,49.12718204488778,5.99,37.39,2.71,7.99,49.05
559,AZIZ DOUGAZ,45,42.22222222222222,38.46153846153847,32.0,43.75,L,M,TUN,1997.0,185.0,99.09615384615384,9.45,69.21578178275695,7.99,48.45,7.7,7.15,71.19
561,BAPTISTE CREPATTE,59,47.45762711864407,46.93877551020408,10.0,50.0,U,M,FRA,1994.0,186.96153846153845,82.11866359447005,12.01,68.49203105843891,4.58,50.34,17.51,7.9,73.75
566,BARBARA GATICA,292,61.986301369863014,62.019230769230774,84.0,61.904761904761905,U,F,CHI,1996.0,172.13786827469158,60.829550545020155,0.02,52.21674293506518,2.67,31.91,1.4,4.17,24.56
567,BARBARA HAAS,308,60.3896103896104,62.264150943396224,43.0,48.837209302325576,R,F,AUT,1996.0,165.0,73.7355896351137,2.15,57.545746704269696,10.29,38.83,3.06,7.24,49.82
569,BARBORA KREJCIKOVA,256,63.671875,59.30232558139535,84.0,72.61904761904762,R,F,CZE,1995.0,178.0,83.07398245266839,6.27,62.565304688729114,8.5,47.12,5.11,7.82,56.94
571,BARBORA MIKLOVA,169,40.828402366863905,44.52054794520548,23.0,17.391304347826086,R,F,CZE,1998.0,175.78571428571428,59.875,1.27,7.64525993883792,3.82,11.32,1.17,2.41,17.11
573,BARBORA PALICOVA,30,56.666666666666664,0.0,30.0,56.666666666666664,R,F,CZE,2004.0,175.78571428571428,63.0,2.06,25.73238321456849,6.18,37.3,1.65,2.62,15.51
575,BARBORA STEFKOVA,134,58.95522388059702,58.95522388059702,0.0,0.0,R,F,CZE,1995.0,175.78571428571428,66.11300345224396,4.56,48.56535195547211,6.71,40.56,4.12,7.09,45.27
576,BARBORA ZAHLAVOVA STRYCOVA,238,55.88235294117647,57.65765765765766,16.0,31.25,R,F,CZE,1986.0,164.0,103.48145363408521,4.55,62.03377249953609,5.52,47.26,3.61,7.26,60.99
578,BASAK ERAYDIN,230,54.347826086956516,56.94444444444444,14.0,14.285714285714285,R,F,TUR,1994.0,172.0,66.77352380952381,5.74,53.383553221469626,10.26,39.35,2.27,5.48,40.6
